index,City,Date,Card Type,Category,Gender,Amount
457,Delhi,2014-05-23,Gold,Bills,Female,223185
458,Greater Mumbai,2015-01-28,Gold,Bills,Female,224750
459,Ahmedabad,2014-01-17,Signature,Bills,Female,103363
460,Greater Mumbai,2014-11-27,Platinum,Bills,Female,49090
461,Bengaluru,2014-11-20,Platinum,Bills,Female,140584
462,Delhi,2014-06-26,Platinum,Bills,Female,61272
463,Delhi,2014-01-02,Silver,Bills,Female,25200
464,Greater Mumbai,2013-12-09,Signature,Bills,Female,249893
465,Bengaluru,2014-05-25,Gold,Bills,Female,91325
466,Greater Mumbai,2014-04-14,Silver,Bills,Female,81641
467,Greater Mumbai,2015-04-14,Platinum,Bills,Female,267700
468,Greater Mumbai,2014-11-20,Silver,Food,Female,193429
469,Ahmedabad,2014-04-22,Gold,Food,Female,97674
470,Bengaluru,2014-03-08,Silver,Food,Female,222579
471,Bengaluru,2015-03-19,Platinum,Food,Female,194846
472,Greater Mumbai,2015-02-22,Signature,Food,Female,62690
473,Greater Mumbai,2015-02-08,Signature,Food,Female,225614
474,Ahmedabad,2013-10-20,Signature,Food,Female,13879
475,Ahmedabad,2015-02-04,Gold,Food,Female,279579
476,Bengaluru,2014-09-10,Gold,Food,Female,253183
477,Bengaluru,2014-05-10,Signature,Food,Female,183197
478,Bengaluru,2014-08-27,Gold,Food,Female,260046
479,Bengaluru,2014-07-21,Gold,Food,Female,95981
480,Bengaluru,2014-03-02,Gold,Food,Female,157399
481,Delhi,2014-02-20,Signature,Food,Female,140041
482,Ahmedabad,2014-01-05,Platinum,Food,Female,288339
483,Ahmedabad,2014-01-02,Platinum,Food,Female,49494
484,Bengaluru,2015-04-16,Platinum,Food,Female,43954
485,Bengaluru,2013-11-30,Platinum,Food,Female,35543
486,Greater Mumbai,2014-01-05,Signature,Food,Female,12982
487,Delhi,2014-04-02,Platinum,Food,Female,213140
488,Greater Mumbai,2013-10-22,Platinum,Food,Female,95741
489,Bengaluru,2013-12-07,Platinum,Food,Female,129144
490,Ahmedabad,2014-03-04,Gold,Food,Female,115551
491,Bengaluru,2014-04-26,Gold,Food,Female,57961
492,Ahmedabad,2015-01-04,Silver,Food,Female,209527
493,Ahmedabad,2014-07-08,Gold,Food,Female,15892
494,Bengaluru,2013-12-01,Signature,Food,Female,155659
495,Greater Mumbai,2014-06-17,Silver,Food,Female,246215
496,Greater Mumbai,2014-10-15,Signature,Food,Female,149465
497,Ahmedabad,2014-08-22,Gold,Food,Female,259694
498,Delhi,2014-02-23,Silver,Food,Female,70009
499,Greater Mumbai,2015-01-05,Gold,Food,Female,233391
500,Ahmedabad,2014-08-04,Silver,Food,Female,35002
501,Ahmedabad,2015-04-18,Silver,Food,Female,156519
502,Bengaluru,2014-04-22,Gold,Food,Female,286786
503,Bengaluru,2014-09-18,Signature,Food,Female,173244
504,Bengaluru,2014-12-31,Platinum,Food,Female,195804
505,Ahmedabad,2015-02-09,Platinum,Food,Female,162827
506,Bengaluru,2015-01-26,Signature,Food,Female,20036
507,Bengaluru,2014-07-17,Signature,Food,Female,266125
508,Greater Mumbai,2014-03-10,Signature,Food,Female,156531
509,Ahmedabad,2014-10-20,Signature,Food,Female,288673
510,Ahmedabad,2014-10-13,Signature,Food,Female,67474
511,Delhi,2014-09-28,Platinum,Food,Female,220674
512,Greater Mumbai,2014-04-24,Gold,Food,Female,282988
513,Bengaluru,2014-08-24,Signature,Food,Female,206308
514,Bengaluru,2014-11-27,Platinum,Food,Female,243074
515,Ahmedabad,2015-04-04,Signature,Food,Female,247181
516,Greater Mumbai,2014-08-08,Signature,Food,Female,111842
517,Delhi,2015-03-23,Gold,Food,Female,277079
518,Delhi,2015-01-28,Silver,Food,Female,218638
519,Ahmedabad,2014-11-14,Gold,Food,Female,152216
520,Delhi,2015-04-14,Signature,Food,Female,42620
521,Ahmedabad,2014-01-12,Gold,Food,Female,101639
522,Greater Mumbai,2014-03-02,Silver,Food,Female,102966
523,Bengaluru,2015-03-10,Platinum,Food,Female,127650
524,Greater Mumbai,2014-06-24,Platinum,Food,Female,277737
525,Bengaluru,2015-03-19,Signature,Food,Female,251805
526,Ahmedabad,2014-02-19,Signature,Food,Female,288284
527,Bengaluru,2013-10-22,Gold,Food,Female,125290
528,Bengaluru,2014-08-20,Silver,Food,Female,166602
529,Ahmedabad,2014-04-14,Silver,Food,Female,219097
530,Bengaluru,2015-03-26,Gold,Food,Female,34082
531,Bengaluru,2014-05-08,Silver,Food,Female,20573
532,Bengaluru,2013-10-28,Platinum,Food,Female,245056
533,Ahmedabad,2013-12-20,Signature,Food,Female,131847
534,Delhi,2015-01-16,Platinum,Food,Female,276873
535,Bengaluru,2014-05-06,Silver,Food,Female,138342
536,Ahmedabad,2015-01-09,Signature,Food,Female,137292
537,Ahmedabad,2014-03-04,Signature,Food,Female,147750
538,Bengaluru,2013-10-18,Signature,Food,Female,2397
539,Bengaluru,2014-07-16,Gold,Food,Female,31051
540,Delhi,2014-10-01,Signature,Food,Female,55137
541,Greater Mumbai,2013-11-08,Gold,Food,Female,136040
542,Ahmedabad,2014-12-08,Platinum,Food,Female,181721
543,Delhi,2014-03-12,Signature,Food,Female,81753
544,Ahmedabad,2014-11-28,Platinum,Food,Female,266386
545,Ahmedabad,2015-05-03,Silver,Food,Female,259008
546,Greater Mumbai,2015-03-10,Silver,Food,Female,250995
547,Delhi,2014-10-06,Signature,Food,Female,232155
548,Greater Mumbai,2014-02-13,Silver,Food,Female,48012
549,Delhi,2015-01-01,Signature,Food,Female,296543
550,Greater Mumbai,2014-12-25,Signature,Food,Female,246893
551,Ahmedabad,2015-03-19,Platinum,Food,Female,95807
552,Ahmedabad,2014-08-22,Platinum,Food,Female,165278
553,Ahmedabad,2014-08-15,Silver,Food,Female,191618
554,Greater Mumbai,2015-04-26,Silver,Food,Female,159718
555,Ahmedabad,2014-11-28,Gold,Food,Female,213552
556,Greater Mumbai,2015-05-03,Gold,Food,Female,249061
557,Delhi,2014-02-24,Silver,Food,Female,279377
558,Delhi,2014-12-19,Silver,Food,Female,233694
559,Bengaluru,2014-06-21,Silver,Food,Female,102362
560,Bengaluru,2014-09-10,Silver,Food,Female,108296
561,Bengaluru,2015-04-13,Gold,Food,Female,258275
562,Bengaluru,2014-10-21,Silver,Food,Female,194260
563,Bengaluru,2015-04-12,Gold,Food,Female,167903
564,Ahmedabad,2015-01-29,Silver,Food,Female,128266
565,Bengaluru,2015-01-19,Signature,Food,Female,268543
566,Ahmedabad,2014-03-17,Signature,Food,Female,30653
567,Greater Mumbai,2015-01-01,Signature,Food,Female,189981
568,Delhi,2015-04-28,Gold,Food,Female,230325
569,Greater Mumbai,2015-03-13,Signature,Food,Female,176871
570,Greater Mumbai,2014-12-09,Platinum,Food,Female,171241
571,Greater Mumbai,2014-03-07,Silver,Food,Female,91846
572,Delhi,2013-11-13,Silver,Food,Female,162813
573,Delhi,2014-11-04,Silver,Food,Female,28569
574,Bengaluru,2014-11-16,Silver,Food,Female,231827
575,Delhi,2015-03-04,Silver,Food,Female,281283
576,Bengaluru,2013-10-15,Silver,Food,Female,291358
577,Delhi,2014-07-27,Signature,Food,Female,288888
578,Delhi,2014-11-22,Gold,Food,Female,283575
579,Greater Mumbai,2014-07-24,Silver,Food,Female,132827
580,Delhi,2014-08-31,Silver,Food,Female,200721
581,Ahmedabad,2014-01-12,Signature,Food,Female,190220
582,Ahmedabad,2015-02-05,Signature,Food,Female,265508
583,Greater Mumbai,2013-12-10,Platinum,Food,Female,298838
584,Greater Mumbai,2014-01-12,Silver,Food,Female,203106
585,Ahmedabad,2014-10-19,Platinum,Food,Female,196647
586,Delhi,2015-01-05,Gold,Food,Female,136602
587,Greater Mumbai,2014-02-24,Gold,Food,Female,236980
588,Greater Mumbai,2014-03-23,Signature,Food,Female,59121
589,Bengaluru,2014-01-07,Silver,Food,Female,193944
590,Greater Mumbai,2014-08-13,Platinum,Food,Female,109857
591,Bengaluru,2013-10-30,Signature,Food,Female,57768
592,Ahmedabad,2014-08-02,Gold,Food,Female,207196
593,Ahmedabad,2014-08-26,Platinum,Food,Female,8056
594,Ahmedabad,2015-01-05,Platinum,Food,Female,178478
595,Bengaluru,2014-08-02,Platinum,Food,Female,246046
596,Ahmedabad,2014-04-29,Platinum,Food,Female,192382
597,Greater Mumbai,2014-10-25,Gold,Food,Female,19158
598,Greater Mumbai,2014-12-15,Platinum,Food,Female,9552
599,Delhi,2015-03-15,Platinum,Food,Female,276862
600,Bengaluru,2014-11-09,Silver,Food,Female,147958
601,Greater Mumbai,2014-09-20,Gold,Food,Female,151436
602,Ahmedabad,2014-11-26,Signature,Food,Female,271595
603,Bengaluru,2014-12-27,Platinum,Food,Female,8115
604,Greater Mumbai,2014-07-27,Silver,Food,Female,73172
605,Delhi,2014-09-03,Signature,Food,Female,196816
606,Ahmedabad,2014-02-16,Signature,Food,Female,162829
607,Bengaluru,2013-10-17,Signature,Food,Female,252669
608,Ahmedabad,2014-02-07,Gold,Food,Female,54746
609,Bengaluru,2013-11-11,Platinum,Food,Female,108079
610,Ahmedabad,2015-03-11,Platinum,Food,Female,240804
611,Ahmedabad,2015-03-07,Silver,Food,Female,11289
612,Bengaluru,2014-11-22,Silver,Food,Female,127020
613,Greater Mumbai,2014-04-04,Signature,Food,Female,114777
614,Delhi,2015-01-17,Platinum,Food,Female,88003
615,Delhi,2014-12-23,Silver,Food,Female,153154
616,Bengaluru,2014-10-16,Gold,Food,Female,114863
617,Bengaluru,2014-07-18,Gold,Food,Female,126912
618,Bengaluru,2013-12-04,Platinum,Food,Female,12621
619,Bengaluru,2014-09-01,Silver,Food,Female,248699
620,Ahmedabad,2015-04-12,Gold,Food,Female,232388
621,Delhi,2013-11-09,Silver,Food,Female,168039
622,Delhi,2013-10-04,Silver,Food,Female,122944
623,Bengaluru,2014-05-19,Platinum,Food,Female,171746
624,Greater Mumbai,2014-08-11,Platinum,Food,Female,168495
625,Ahmedabad,2014-09-20,Signature,Food,Female,252614
626,Greater Mumbai,2015-04-28,Platinum,Food,Female,233161
627,Greater Mumbai,2013-11-17,Gold,Food,Female,85459
628,Ahmedabad,2014-03-11,Signature,Food,Female,156075
629,Greater Mumbai,2014-07-16,Signature,Food,Female,161329
630,Greater Mumbai,2014-01-14,Gold,Food,Female,183105
631,Delhi,2014-11-01,Signature,Food,Female,252691
632,Delhi,2015-04-04,Gold,Food,Female,221345
633,Ahmedabad,2014-06-04,Platinum,Food,Female,131014
634,Ahmedabad,2013-12-28,Gold,Food,Female,21571
635,Greater Mumbai,2013-10-16,Silver,Food,Female,152307
636,Greater Mumbai,2015-03-11,Platinum,Food,Female,193060
637,Bengaluru,2015-01-08,Silver,Food,Female,133084
638,Ahmedabad,2014-05-08,Gold,Food,Female,194361
639,Ahmedabad,2014-09-05,Silver,Food,Female,286369
640,Greater Mumbai,2013-12-05,Silver,Food,Female,294814
641,Bengaluru,2014-10-01,Gold,Food,Female,276647
642,Greater Mumbai,2013-12-20,Signature,Food,Female,269712
643,Bengaluru,2013-12-30,Silver,Food,Female,167306
644,Greater Mumbai,2014-11-19,Silver,Food,Female,102247
645,Bengaluru,2014-10-15,Platinum,Food,Female,169677
646,Greater Mumbai,2014-07-09,Signature,Food,Female,253586
647,Delhi,2014-04-27,Gold,Food,Female,285567
648,Ahmedabad,2013-10-13,Signature,Food,Female,155529
649,Delhi,2014-11-17,Platinum,Food,Female,214039
650,Greater Mumbai,2015-01-04,Signature,Food,Female,25392
651,Ahmedabad,2015-03-09,Platinum,Food,Female,157972
652,Greater Mumbai,2014-06-15,Silver,Food,Female,200754
653,Delhi,2014-02-22,Silver,Food,Female,24981
654,Delhi,2014-06-10,Silver,Food,Female,223418
655,Bengaluru,2014-08-06,Signature,Food,Female,23309
656,Bengaluru,2014-03-04,Signature,Food,Female,85771
657,Delhi,2015-01-30,Silver,Food,Female,189297
658,Greater Mumbai,2014-03-15,Gold,Food,Female,125003
659,Ahmedabad,2015-02-20,Silver,Food,Female,226929
660,Greater Mumbai,2015-02-13,Silver,Food,Female,176275
661,Bengaluru,2015-02-06,Platinum,Food,Female,253338
662,Ahmedabad,2014-07-13,Signature,Food,Female,213508
663,Delhi,2014-01-04,Platinum,Food,Female,147766
664,Bengaluru,2014-07-25,Signature,Food,Female,275085
665,Ahmedabad,2014-11-10,Platinum,Food,Female,40010
666,Ahmedabad,2014-11-22,Signature,Food,Female,66775
667,Ahmedabad,2014-11-25,Platinum,Food,Female,292554
668,Delhi,2014-11-01,Platinum,Food,Female,263104
669,Delhi,2014-11-29,Platinum,Food,Female,154806
670,Bengaluru,2015-01-29,Gold,Food,Female,129650
671,Ahmedabad,2015-01-16,Signature,Food,Female,249446
672,Bengaluru,2014-08-09,Signature,Food,Female,135794
673,Ahmedabad,2014-08-31,Platinum,Food,Female,16468
674,Greater Mumbai,2014-01-17,Gold,Food,Female,185621
675,Delhi,2014-09-17,Platinum,Food,Female,279320
676,Greater Mumbai,2013-12-29,Platinum,Food,Female,271787
677,Ahmedabad,2013-10-29,Silver,Food,Female,64241
678,Bengaluru,2014-03-31,Platinum,Food,Female,297737
679,Bengaluru,2014-06-29,Gold,Food,Female,192039
680,Delhi,2015-04-12,Gold,Food,Female,39866
681,Bengaluru,2014-08-22,Gold,Food,Female,112782
682,Delhi,2013-10-17,Gold,Food,Female,113433
683,Greater Mumbai,2015-05-16,Gold,Food,Female,95081
684,Bengaluru,2013-11-13,Signature,Food,Female,148769
685,Ahmedabad,2013-12-30,Gold,Food,Female,161873
686,Bengaluru,2015-02-23,Gold,Food,Female,225071
687,Delhi,2015-03-09,Gold,Food,Female,260239
688,Greater Mumbai,2015-03-30,Gold,Food,Female,161682
689,Greater Mumbai,2014-11-07,Signature,Food,Female,59926
690,Bengaluru,2014-05-02,Platinum,Food,Female,22964
691,Greater Mumbai,2013-10-14,Platinum,Food,Female,48570
692,Bengaluru,2014-10-17,Silver,Food,Female,52970
693,Bengaluru,2015-02-20,Platinum,Food,Female,13160
694,Ahmedabad,2014-05-06,Gold,Food,Female,295163
695,Bengaluru,2015-04-27,Silver,Food,Female,158649
696,Delhi,2013-10-22,Platinum,Food,Female,120780
697,Bengaluru,2015-03-06,Signature,Food,Female,72366
698,Greater Mumbai,2015-01-24,Silver,Food,Female,281805
699,Bengaluru,2014-06-01,Platinum,Food,Female,197325
700,Bengaluru,2014-12-31,Platinum,Food,Female,167243
701,Delhi,2014-09-30,Signature,Food,Female,34451
702,Ahmedabad,2014-09-20,Gold,Food,Female,30120
703,Delhi,2013-11-19,Silver,Food,Female,189018
704,Bengaluru,2014-11-02,Silver,Food,Female,237971
705,Bengaluru,2015-04-19,Gold,Food,Female,71741
706,Ahmedabad,2013-12-30,Signature,Food,Female,231370
707,Greater Mumbai,2015-05-01,Gold,Food,Female,166896
708,Delhi,2014-07-09,Signature,Food,Female,116086
709,Delhi,2014-03-25,Signature,Food,Female,35506
710,Ahmedabad,2014-02-06,Signature,Food,Female,247122
711,Bengaluru,2014-10-19,Platinum,Food,Female,230876
712,Bengaluru,2015-04-04,Signature,Food,Female,20358
713,Delhi,2015-05-24,Platinum,Food,Female,162487
714,Bengaluru,2014-04-15,Signature,Food,Female,245076
715,Greater Mumbai,2014-08-13,Silver,Food,Female,217488
716,Ahmedabad,2014-08-09,Gold,Food,Female,23818
717,Bengaluru,2015-03-07,Platinum,Food,Female,298295
718,Delhi,2014-03-26,Signature,Food,Female,264509
719,Delhi,2015-05-22,Platinum,Food,Female,127526
720,Greater Mumbai,2013-12-26,Platinum,Food,Female,158856
721,Ahmedabad,2014-09-01,Silver,Food,Female,233893
722,Delhi,2014-03-14,Gold,Food,Female,61388
723,Delhi,2014-01-30,Signature,Food,Female,149081
724,Ahmedabad,2015-04-05,Gold,Food,Female,103225
725,Ahmedabad,2015-01-10,Gold,Food,Female,254211
726,Delhi,2014-08-20,Silver,Food,Female,64034
727,Bengaluru,2014-06-04,Signature,Food,Female,27479
728,Greater Mumbai,2014-03-15,Platinum,Food,Female,175112
729,Greater Mumbai,2014-01-13,Platinum,Food,Female,9001
730,Bengaluru,2014-03-03,Platinum,Food,Female,115150
731,Bengaluru,2014-03-28,Gold,Food,Female,15615
732,Greater Mumbai,2014-01-16,Gold,Food,Female,56905
733,Ahmedabad,2014-11-07,Signature,Food,Female,83916
734,Delhi,2015-05-06,Signature,Food,Female,123754
735,Greater Mumbai,2014-11-16,Platinum,Food,Female,81289
736,Delhi,2015-04-09,Gold,Food,Female,70494
737,Ahmedabad,2014-08-23,Gold,Food,Female,268849
738,Delhi,2014-08-23,Gold,Food,Female,154645
739,Ahmedabad,2014-04-04,Gold,Food,Female,187546
740,Ahmedabad,2015-01-01,Silver,Food,Female,209232
741,Bengaluru,2014-03-12,Platinum,Food,Female,9999
742,Delhi,2015-02-19,Platinum,Food,Female,106503
743,Ahmedabad,2015-02-05,Platinum,Food,Female,183105
744,Bengaluru,2013-12-28,Platinum,Food,Female,14531
745,Ahmedabad,2015-01-01,Signature,Food,Female,75187
746,Delhi,2015-05-10,Platinum,Food,Female,241709
747,Bengaluru,2013-10-06,Gold,Food,Female,41266
748,Ahmedabad,2015-01-13,Signature,Food,Female,151734
749,Delhi,2014-07-23,Silver,Food,Female,49249
750,Ahmedabad,2015-05-13,Silver,Food,Female,7448
751,Bengaluru,2014-03-19,Silver,Food,Female,38146
752,Greater Mumbai,2014-09-16,Silver,Food,Female,130542
753,Delhi,2014-09-02,Silver,Food,Female,267807
754,Bengaluru,2014-08-01,Silver,Food,Female,205047
755,Ahmedabad,2014-02-23,Silver,Food,Female,173596
756,Greater Mumbai,2015-02-01,Silver,Food,Female,222368
757,Bengaluru,2015-04-29,Silver,Food,Female,283399
758,Bengaluru,2015-01-10,Silver,Bills,Female,291839
759,Delhi,2015-04-06,Silver,Food,Female,222487
760,Ahmedabad,2013-12-11,Silver,Entertainment,Female,236449
761,Greater Mumbai,2013-10-15,Silver,Food,Female,152705
762,Ahmedabad,2014-02-26,Silver,Grocery,Female,36575
763,Bengaluru,2014-05-06,Silver,Fuel,Female,194493
764,Delhi,2014-11-03,Silver,Food,Female,58116
765,Delhi,2015-04-12,Silver,Entertainment,Female,179481
766,Greater Mumbai,2015-02-22,Silver,Food,Female,205735
767,Greater Mumbai,2014-12-27,Silver,Fuel,Female,249400
768,Delhi,2014-05-25,Silver,Grocery,Female,213000
769,Ahmedabad,2013-10-28,Silver,Food,Female,174245
770,Delhi,2014-09-01,Silver,Food,Female,191860
771,Delhi,2014-03-17,Silver,Food,Female,156171
772,Greater Mumbai,2013-12-08,Silver,Grocery,Female,183633
773,Bengaluru,2014-05-03,Silver,Food,Female,282970
774,Greater Mumbai,2013-11-29,Silver,Food,Female,67213
775,Greater Mumbai,2013-12-27,Silver,Entertainment,Female,299122
776,Bengaluru,2014-10-22,Silver,Entertainment,Female,132237
777,Ahmedabad,2015-04-26,Silver,Entertainment,Female,64149
778,Bengaluru,2015-05-24,Silver,Bills,Female,106831
779,Bengaluru,2015-01-09,Silver,Bills,Female,147225
780,Bengaluru,2014-10-15,Silver,Grocery,Female,53822
781,Ahmedabad,2013-10-10,Silver,Food,Female,74794
782,Ahmedabad,2013-12-12,Silver,Food,Female,29985
783,Greater Mumbai,2014-12-18,Silver,Fuel,Female,239856
784,Greater Mumbai,2014-11-02,Silver,Bills,Female,168234
785,Greater Mumbai,2014-04-14,Silver,Fuel,Female,10476
786,Greater Mumbai,2014-11-30,Silver,Bills,Female,210425
787,Ahmedabad,2013-11-02,Silver,Grocery,Female,171803
788,Delhi,2014-06-15,Silver,Fuel,Female,31365
789,Ahmedabad,2014-12-04,Silver,Entertainment,Female,231629
790,Greater Mumbai,2013-12-13,Silver,Bills,Female,79856
791,Ahmedabad,2014-10-24,Silver,Food,Female,129599
792,Delhi,2015-05-05,Silver,Grocery,Female,177579
793,Greater Mumbai,2014-05-01,Silver,Grocery,Female,230362
794,Ahmedabad,2015-03-11,Silver,Grocery,Female,285777
795,Bengaluru,2014-07-03,Silver,Entertainment,Female,213640
796,Bengaluru,2014-12-07,Silver,Bills,Female,214511
797,Ahmedabad,2014-09-17,Silver,Fuel,Female,36849
798,Delhi,2015-04-04,Silver,Grocery,Female,160601
799,Greater Mumbai,2014-10-16,Silver,Fuel,Female,273374
800,Bengaluru,2014-07-21,Silver,Food,Female,49592
801,Ahmedabad,2014-10-16,Silver,Entertainment,Female,287849
802,Ahmedabad,2014-04-10,Silver,Grocery,Female,290413
803,Ahmedabad,2015-03-11,Silver,Grocery,Female,253375
804,Bengaluru,2014-08-03,Silver,Fuel,Female,251295
805,Bengaluru,2015-04-22,Silver,Food,Female,236861
806,Delhi,2014-11-29,Silver,Bills,Female,299032
807,Delhi,2015-05-18,Silver,Bills,Female,139246
808,Bengaluru,2013-11-05,Silver,Bills,Female,139130
809,Greater Mumbai,2013-10-04,Silver,Entertainment,Female,116700
810,Ahmedabad,2014-07-04,Silver,Fuel,Female,211228
811,Delhi,2014-10-09,Silver,Bills,Female,146817
812,Delhi,2014-07-19,Silver,Grocery,Female,274970
813,Bengaluru,2014-04-25,Silver,Entertainment,Female,37144
814,Delhi,2014-07-17,Silver,Grocery,Female,46381
815,Bengaluru,2014-07-13,Silver,Bills,Female,251886
816,Bengaluru,2015-02-07,Silver,Fuel,Female,2686
817,Bengaluru,2014-05-06,Silver,Grocery,Female,82474
818,Ahmedabad,2013-11-21,Silver,Fuel,Female,159903
819,Delhi,2014-03-09,Silver,Entertainment,Female,275547
820,Delhi,2014-07-08,Silver,Entertainment,Female,52513
821,Greater Mumbai,2013-12-13,Silver,Food,Female,52484
822,Delhi,2014-05-10,Silver,Food,Female,5397
823,Greater Mumbai,2014-11-09,Silver,Bills,Female,88117
824,Bengaluru,2014-01-29,Silver,Food,Female,56078
825,Greater Mumbai,2013-11-21,Silver,Bills,Female,205643
826,Delhi,2014-06-25,Silver,Fuel,Female,47074
827,Bengaluru,2014-07-15,Silver,Grocery,Female,34594
828,Greater Mumbai,2013-12-25,Silver,Bills,Female,31000
829,Delhi,2014-05-17,Silver,Bills,Female,138376
830,Bengaluru,2014-11-29,Silver,Fuel,Female,254875
831,Ahmedabad,2013-10-04,Silver,Entertainment,Female,240666
832,Delhi,2013-11-19,Silver,Fuel,Female,32871
833,Ahmedabad,2014-03-06,Silver,Fuel,Female,270101
834,Bengaluru,2015-03-12,Silver,Entertainment,Female,95715
835,Greater Mumbai,2015-02-12,Silver,Food,Female,260724
836,Bengaluru,2014-11-21,Silver,Bills,Female,271600
837,Ahmedabad,2014-03-26,Silver,Food,Female,20006
838,Ahmedabad,2014-07-05,Silver,Entertainment,Female,171670
839,Delhi,2015-01-04,Silver,Fuel,Female,71727
840,Ahmedabad,2015-02-06,Silver,Entertainment,Female,57494
841,Bengaluru,2014-12-24,Silver,Food,Female,168546
842,Greater Mumbai,2014-06-12,Silver,Bills,Female,30080
843,Ahmedabad,2014-01-14,Silver,Fuel,Female,174697
844,Bengaluru,2013-12-18,Silver,Food,Female,180193
845,Bengaluru,2014-11-06,Silver,Grocery,Female,292047
846,Bengaluru,2015-05-23,Silver,Food,Female,233112
847,Ahmedabad,2015-02-22,Silver,Grocery,Female,226198
848,Ahmedabad,2014-04-11,Silver,Bills,Female,73112
849,Bengaluru,2014-06-23,Silver,Entertainment,Female,35232
850,Delhi,2014-06-30,Silver,Entertainment,Female,55074
851,Bengaluru,2014-12-31,Silver,Food,Female,186680
852,Bengaluru,2015-01-20,Silver,Food,Female,191642
853,Greater Mumbai,2013-10-30,Silver,Food,Female,238752
854,Ahmedabad,2013-10-11,Silver,Bills,Female,131578
855,Bengaluru,2014-12-17,Silver,Grocery,Female,227118
856,Greater Mumbai,2014-10-07,Silver,Grocery,Female,16479
